date,text,title,rating
2020-12-17,Horrible only worked for y days. Returned it,Horrible only worked for 7 days. Returned it,1
2017-10-12,Got and had trouble paring had to call bellabeat and had to wait 3 days and then find out battery is going dead and I have to replace it and of course missing tool to replace,Got and had trouble paring had to call bellabeat and ...,3
2018-07-09,The metal structure stretched in less than a week and fell off while clipped to my jeans and I lost the device.  I do not even wear thick fabrics so I cannot understand how the structure could so poorly designed or use such flimsy material.Deeply disappointed.,Stretches and gets lost if clipped to clothing,1
2017-02-10,"I've had my leaf just a few days.  Here are my initial thoughts on it.  I am wearing it as a necklace and have received so many compliments on it from both men and women- all were amazed that it was a health tracker.  The setup was very easy nice app although I wish the printing was in black ink, it's grey and for me being a bit older is hard to read.  On the negative side, this does not keep a step count, you have to add your walking and activities in manually.  In addition, I have seen other devices that ""nudge"" you if you are inactive for too long, I wish it had that feature as I work in an office and try to remind myself to get up and walk every hour.  I'm not convinced that the ""stress"" feature is really accurate, I'm not sure how it's configured to figure that out.  I was at 110% the other day (I know myself) when my app told me I was 40%. I am post menopausal so the period tracker, for me, isn't used.  I have until May to return, I'm going back to the drawing board to see what is out there and may consider returning it for something that has the missing features that I mentioned.","Beautiful Piece of Jewelry, A Little disappointed",3
2021-02-11,"I just received my leaf 2 days ago and it already is not counting my steps. I just walked about 3 miles and it shows nothing. Plus, it does not vibrate when I sit for an hour, which is what I set it for. Sooo disappointed in this purchase.",Doesn’t do what it says,1
2018-11-23,"Like several other reviews on here, I too purchased the bellabeat and enjoyed using it for a few months. However I had to change the battery and now it won’t sync to my phone. The most upsetting part is that customer service will not return my emails.  I can not recommend this product because of that!!",Terrible customer service,1
2018-02-23,"It stopped working after only 5 months, it could not syn with the apps and it's ridiculous for it not working in such a short time. Will not purchase again.","It stopped working after only 5 months, it could ...",1
2018-02-14,"Full on review.. I received this for valentines day.. I drooled over it.. but man in just 1 night have I lost massive sleep over it..  Below is honest reviews about each 'feature'.Fertility:The fertility monitor is prehistoric.. as far as women's health is concerned. It does not learn your body, Does not actually have any form of algorythm other then saying of 2 cycles.. your average is... which is based on information you enter.  It does not predict ovulation.. or ANY form of fertility.  The only way that it could is if it measured your BBT and without a themo its just not going to happen..(I will update this particular review in a few months)ExerciseI decided to approach this from a different view point, so you can get an open minded review. If your looking for a fitness tracker this isn’t for you.While it’s true it allows you to track what you do and how long you do it. This product will always fail in comparison to one with a heart rate monitor. Since it is a key element in fitness training.However it’s a good place to start to get an idea of where you are actually at in your everyday life.  Especially if your not the type to work out at a gym.  But still want to improve your overall health. Like if you have been particularly lazy during the week and decide to reve it up by walking down a few more isles grocery/clothes shopping.Vote: NeutralNo for fitness trainees, Yes to Supermoms and places you can’t wear braceletsMeditation*Okay so... What about mediation?  Well Tell you what hop on youtube, play a video and just mark the time on your calender.. it doesn't matter if you 'meditate' your score is the score length of the audio playing in the background.. in the background.. your 'goals' are tracked by audio.. not by your body's skin contact energy or breathing. -Gimmick (my views haven’t changed I was jogging and the “waves” mellowed out. Even though it was suppose to be a constant sync. - GimmickSleep Monitor? (Update)The sleep monitor appears to be learning however, if you “add a nap” because you sleep in 2-3 hour intervals you will bug your data..  and nothing will upload right if you sync it.  Also once you sync if you want actual data for any later naps, it will not add and analyze it.  Otherwise it does seem to be very accurateDon’t manually log anything there and sync once a day only.-GoodStress Monitor - *update*. While I still feel like this is heavily simulated because it is based off of data from the other topics and not “you” in the now.Say you have an argument with someone and then sync you won’t notice any change.. that day or the day after. It doesn’t appear to show the true effects mental stress can have on someone, which also affects their body and overall health.It does appear to measure what areas your lacking in the above categories, and base which of those categories will have the highest impact of stress.- NeutralStress is more then what is listed, and it’s deadly.  I guess while you can’t control everything knowing what you can control can be beneficial.This product is great for the busy body wanting to bring control back in their lives and get an idea of where they stand, but not so great for the athlete, or fitness user.",Gimmick or not? (Updated),3
2017-07-20,I love the look and design of the product. However I'm skeptical on hos the product tracks stress levels. Additionally the tracker sends emails on my updates irregularly.,I love the look and design of the product,3
2017-07-14,"Cute but mine arrived without a ""pull tab"" and thus out of battery. It's a great design (the bracelet fits me, but definitely runs small for those with bigger wrists). A little disappointed so far but we'll see once I get a battery...",Arrived out of battery...,2
2017-02-21,Love it! Only problem is that I forget to take it off!,Great,4
2019-12-13,Quit working after a couple weeks. Sent it in for refund over a month ago and still have yet to get the product back or a refund!,Quit working,1
2019-07-08,"This works very intermittently.  I really wanted this to work, so kept with it far longer than made sense, and even changed the battery (turned out to be more money wasted) before it should have been necessary.  I would be on my feet for 10+ hours and show an accumulation of fewer than 30 steps.  I'm still looking for an attractive fitness tracker; unfortunately, the bellabeat doesn't track.",Doesn't register steps.,1
2017-03-25,"Product was not new.  It was previously opened,  activated and set up by another user.  Unless I missed it in the description, this should have been a new product.",Tracker was not a new one.,3
2017-10-13,I received the product opened. I am not sure how long the battery will last!,Product was received opened,3
2017-08-11,"Love the tracker and get lots of compliments on my ""bracelet"".  No one knows it's a tracker unless I tell them.  Only wish they would offer more band color options in large.",Love the tracker and get lots of compliments on my ...,4
2020-01-12,"wrist band broke  almost immediately...then the real trouble began where the device just wouldn't work or sync. Numerous trouble-shooting attempts failed as well. Company refuses to refund me or even replace it with a new one. Soooo, I have an expensive piece of costume jewelry.",plain lousy product,1
2017-01-22,I love the design & concept. Unfortunately the tracking was completely inaccurate. Would buy again once the product has been improved - maybe when added heart rate & GPS tracking.,I wanted this to work,2
2022-02-02,I bought leaf urban and it did not activate and the app is not able to discover it at all. It didn’t work and I am tired of double tapping it.,The leaf did not activate,1
2020-01-25,Broke within 3 months.  I chose this fitness tracker because it is more attractive than the others and because I could switch out bands to match outfits.  But it broke within the first 90 days.,Broke almost immediately,1
2017-03-31,Pros: As pretty as I was expecting. Love wearing it as a necklace. Cool to track my sleep.Meh: Using the clip was a real bugger at first. A week later and it's $16 cheaper! :(Cons: Stupid bracelet doesn't fit around my stupid wrist.,Like it but I'm not sure it's really worth the $$,3
2017-09-11,"Unfortunately, I was never able to get this to pair with my android. Then I got an iPhone and it would not pair with that either. This is the most expensive, worthless tracker.",Never Worked For me,1
2018-07-28,Are you attached to your cell phone?  Maybe this thing will will work for you.  When I had to watch a video just to figure out how to put it on my wrist I knew I was in trouble.  Way way too tech for me.  My ugly Apple watch works just fine.,Way too tech,1
2016-12-04,"I really wanted to love this tracker, but it was just not accurate for me.  I originally purchased the Leaf Nature.  It was beautiful and seemed to be working fine, until one day, a few weeks after purchasing, it wasn't.  I had a pedometer that I wore at the same time to make a comparison.  The Leaf was way off.  If it had been just a few hundred steps different, I would have thought that a reasonable margin of error, but it was off by thousands.  Bellabeat customer service did work with me on trying to find a solution, but none of the fixes they suggested improved the accuracy of the Leaf, so I ended up returning it.  I really liked the app and I really liked the way the company was very responsive to customer feedback, so I decided to give them another try, hoping that maybe the bad experience I had was just a fluke.  This time, I purchased the Leaf Urban and I liked it even better than the Nature.  It was beautiful and I did like that it was just a little bit smaller than the Nature.  I liked the graphite color and I didn't have any problems with the band when I wore it on my wrist.  Again, I wore the tracker and the pedometer at the same time and again, for the first few days, it seemed to be working ok.  There was a difference of a few hundred steps between the two devices, but I thought that was reasonable.  But it wasn't long before I started noticing that the Leaf seemed to be tracking less and less compared to the pedometer.  The tipping point for me was on Thanksgiving.  I had the Leaf clipped to my shirt all morning.  After running around the house all morning cleaning, cooking, prepping for the holiday, running up and down the stairs countless times, I checked my steps.  This was around noon time and the tracker had recorded zero steps.  Zero.  I was so disappointed.  I can accept it missing a few steps, but to not have recorded any steps at all after all that running around?  I just couldn't accept that.  By the end of the day it did record a few hundred steps so it's not as though it had stopped working completely.  But the pedometer had logged several thousand steps by comparison.  I just couldn't justify keeping it after that.  The next day, Black Friday, I went out and got a Fitbit instead.  It is ugly.  I hate the way it looks.  But, for the same money, it has a lot more features and is a lot more accurate.  When I bought the Leaf I didn't care about all the extra features, I loved the look of it and the fact that it was designed with women's health in mind, not just fitness, and I loved that the company seemed responsive to their customers.  But I really can't justify keeping it if it doesn't count the steps for me.  I wish I could be one of the many customers that it seems to work great for, but that just wasn't my experience.  It broke my heart to have to pack it up and ship it back, I really wanted it to work for me.","I wanted to love it, but it just didn't work out",3
2017-09-27,Arrived with missing pieces and won't turn on,Missing pieces won't turn on,2
2017-03-15,doubling bracelet does not fit my arm. Wearing it as a necklace is way to heavy for me. Do not like app for tracker either. Would not buy for myself or a friend.,Do not like app for tracker either,1
2017-07-31,Seems like a glorified pedometer.  Wish I could return it.,One Star,1
2017-11-13,I bought this item through the warehouse deals however I cannot use it because it is locked. Very very disappointed!! :(,Locked and can't use!,1
2017-02-09,"So far, I am really loving it! It looks great, and seems to track well. It's neat to see the Sleep Cycle tracking, and I like having the cycle tracking integrated. I do wish they would add a water intake tracker on the app, but otherwise no complaints.  The syncing is simple and efficient.","Nice tracker, and lovely appearance",4
2018-12-19,Battery last less than 1 month.Wish it was waterproof.Horrible customer service.,Battery life,2
2016-12-23,"I wanted to like this product so badly! I have used the up24 tracker for a year now and was so thrilled to try this tracker because it's way more attractive.  It DOES look nice... but it doesn't really work.  The step counting was all over the place. It's accuracy was not good. It's sleep tracker was extremely accurate- so I am not sure  by the activity tracker was so terrible. As far as the other things it offers,  It tracks things like your period- but all that means is you plug in when you get your period and it then counts 28 day cycles after that. We are all not that clear! It also offers meditations which I didn't find useful or practical.I know some folks have liked this product, but as someone who has been trying to like it for 2 months- I can't bring myself to like it because it just doesn't do it's job:(",Not very accurate,2
2021-01-04,"Horrible, do not waste your money, it will not pair with your phone, I tried 4 different kinds android and I phone.  Expensive paper weight.",GARBAGE,1
2021-05-06,Directions very difficult to follow. Haven’t been able to complete setup and use.,Too hard to use.,1
2018-03-04,"I have used this product for one week and am still trying it out. It seems that you MUST sync all data on your own and program activities. So does not automatically track. Not sure if will return, will give it a few more days.",NOT LIKING FEATURES,3
2017-04-19,6 weeks. That's how long it lasted. First time it rained it's done.,Not worth it,1
2017-04-27,"I love Bellabeat, it is pretty and the app is very good. But it is really not durable. This is my second Bellabeat, my first way stop working because i got it wet. It was not that i submerse it in water, but i got it wet washing my hands. well, my fault since they tell you it is not waterproof. The second one stop working two days after i got it. Simply stop, no explanations, and i am using as a necklace, not it is not that i got it wet. I tried to open with the little tool they send you, to make sure was not battery, but the screw would simply not move. Very frustrating.","I love Bellabeat, it is pretty and the app is ...",1
2018-02-03,"I bought this for my fiancée last Mother's Day. It never worked accurately, synching with the app has been very glitchy and it finally just stopped working about six months after buying it. It doesn't offer much in the way of functionality and what it does offer doesn't work very well. Customer support from the manufacturer for a product that was still under warranty was laughable. Five stars to Amazon though, they gave me a full refund. The best I can say about it is it looks pretty.",At least it looks pretty,1
2018-04-27,"Item came LOCKED, and I could not unlock it! I returned it.",Item arrived LOCKED!,1
2019-05-22,"Broke after 6 weeks, clip not secure",Broke after six weeks,1
2021-03-12,"This is my 2nd leaf, being a replacement for the 1st one that stopped functioning after less than 6 weeks.  2nd leaf now won’t sync.",Stay awayb,1
2017-02-24,I really liked my leaf.  I thought it was much prettier than some similar options.  It was over tracking my steps on my wrist so I decided to wear it  a a clip on my waist.  I wore it for 3 days as a clip and it fell off without me noticing and I lost it.  I only had it for a week before I lost it.  I won't be making an investment in another one for fear I might loose it too.  Overall though I did like the look and feel of the product and the app integration.,I really liked my leaf,3
2019-04-02,It was very difficult to assemble and then it didn’t work!,Don’t buy this item. It’s definitely not worth it!,1
2019-01-13,Didn’t work as I’d hoped... would over track on my wrist and under track on my neck...,Not accurate,1
2020-12-07,Nothing tracked accurately. Nothing updated. Broke after a couple months. Customer service was slow to respond and never fixed the issue.,Useless,1
2017-01-11,Stopped working after just one week.  Tried all troubleshooting items. Send a message to manufacturer but did not receive a response after four days.  Returned the product.,"Broke quickly, no response from manufacturer.  Wouldn't suggest.",1
2017-03-25,"I was really excited about this. I hate the look of a step tracker. However this product is not good for an active lifestyle.Here are the issues I have found with this product:- biggest issue is that the company has not linked it with Omada, Insurance programs, or other sources that would give credit for validated step count (so what every other step tracker device does)- when one exercises you sweat and the leather band smells- the leather band is stained from the urban leaf rubbing the leather in less than 4 weeks- the urban leaf like all other terrible step trackers doesn't know how to count steps when pushing or running with a stroller- there are a lack of accessory bands available through the company or etsy- it is not waterproof so take it off for swimming or shower or bathing kiddos or washing dishes and then have to spend time putting it back on- I thought there was functionality to track food or monitor stress, but not really (there is guided meditation but that is all)Only good if you don't want to look like you are not wearing a step tracker",Really wanted it... but not good for working mom,1
2019-03-01,"Doesn't  count steps correctly no matter where placement is, and though its fashionable that's about all it's good for.",Terrible as a fitness tracker,1
2016-11-12,"Pretty disappointed with my purchase. I've been a Fitbit One user for the last 2 yrs tracking steps and sleep. The leaf does not compare in accuracy including the period tracker. For a week, I wore both Fitbit One and the Leaf to compare the steps and sleep. Depending on how you wear the Leaf, it's wildly different from the Fitbit.When I wore it as a bracelet, I had 2,000 more steps than the Fitbit. Seems understandable that it would most likely pick up hand movements as steps. I then wore it as a necklace. This time, it was about 2000 steps less than the Fitbit. You might ask perhaps it's the Fitbit that is inaccurate. I can resoundingly say Fitbit is very accurate from wearing it for the past 2 years. My steps don't vary from day to day as I have the same routine most weekdays.  It would be a variation of about 1000 steps day to day. But with the Leaf, it fluctuated greatly even though my day to day wasn't very different.As for sleep tracking, it didn't pick up when I was awake in the middle of the night while my Fitbit recognized it. Now, the Fitbit isn't that accurate when it comes to sleep tracking but it's a lot closer than the Leaf. The Leaf seems to think I slept a lot more than I really did and says I slept over 8 hrs straight without waking up when the Fitbit picks up most wakings or restlessness.  One feature that I do like about the Leaf is that you don't have to activate or turn off the sleep tracker when you go to sleep/wake like you have to with the Fitbit.The period tracker is very basic and isn't really accurate about fertile and ovulating days. You're better off getting a free app that solely focuses on this. I know because I've used a different period tracker and it gets my next period date pretty spot on as well as the fertile/ovulating days. The Leaf has (again) wildly different days when I compare it to my other app.Pros:Aesthetically pleasingVarious ways to wear itCons:-Steps very inaccurate whether you wear it as a bracelet or necklace or clip on-Period tracker pretty useless-Sleep tracker very inaccurate and bulky to wear to sleep-Clip on feature needs work -- it's so hard to get it to clip on to your shirt because the clip is really tight and you have to use your nails to force it open a bit. I almost broke a nail doing this-Bracelet feature is inconvenient and prone to malfunction. It's hard to wear and once you have it on, the bracelet gets unhooked from the device. I almost lost it twice in one day because of the malfunction.-no long term comparison tracking. It's just day to day, I think one week at most.Overall, if you just want a fun, pretty gadget and don't really care about accuracy, this is the device for you. By no means am I an avid exerciser or health nut but if I have a gadget to do something, I prefer it to be accurate. I'm disappointed that I spent ~$150 on something I'm not going to use. I'll probably end up giving it to my 14 year old niece.They really marketed the heck out of this basic, inaccurate device appealing to people's eye for design but it turned out to be pretty worthless. I'm not sure why it gets such good reviews on here...some see to have received it for free which I think is a skewed review.",Worthless device if you care about accuracy,1
2017-02-14,"It doesn't keep accurate step counts. When I paired it with a pedometer, it was off by hundreds. I wanted to be able to wear it as a necklace and have it be accurate. Not possible.",Bad pedometer,2
2017-06-02,Works good but a screen would make this much better so you wouldn't have to track it with your phone all the tims,Works good but a screen would make this much better so ...,3
2017-03-15,"I only gave this one start because I can't actually rate it zero stars.It's cute....and that is literally where it's benefits end.  The bracelet they include doesn't stay on, so I ordered a custom made bracelet to make it work.  OK, so I figured that was alright.  And then I put it on and actually got some compliments on it.  But once I started checking the tracker, it felt off...like I worked and walked and it said I only took 2500 steps.  After 2 weeks of this, I decided to also wear a Fitbit at the same time.  The Fitbit showed over 7,000 steps at the end of my work day and the Bella showed 1,751 steps.  My husband and I also took a 30 minute bike ride...his Fitbit tracked the 2 miles, and mine tracked nothing.Truly, don't buy this if you are seriously trying to track your steps and get healthier.  It is not even remotely accurate.",Do NOT waste your money!!!!,1
2018-12-13,It’s nice but it stopped working after a few days... since the beginning I had a hard time synchronizing it.,It’s nice but it stopped working after a few days,1
2018-01-31,For the price I find its performance disappointing. I spend 45 minutes in the morning on the treadmill but at the most it has given me 36 minutes of activity and often much less. Although it is attractive I would not recommend it or purchase it again.,Although it is attractive I would not recommend it or purchase it again,3
2017-07-28,The urban works very well! It does everything it says it will do! The bracelet doesnt stay attached so i wore the necklace. I had 1 week and i was wearing it all day today on the necklace and standing at the shoreline it just falls off the necklace and lands in the wave. I tried to get it back so hard. The necklace was still attached around my neck but it just came off the necklace! So 1 star for jewelry that comes with it. Im so sad!!!!,Great but the jewelry,1
2017-11-15,"Wow, I wish I had read the reviews thoroughly before buying this. This doesn't even deserve one star. I really tried to give it a chance. A client of mine swore by hers. Mine had all kinds of syncing issues. Plus, I'm very visual, so I like to see my progress throughout the day. I ended up returning this, doing my research, and buying a FitBit Charge HR. I have been very happy with it.",DON'T BUY!!!,1
2017-05-19,"So far I am really enjoying my Bellabeat. It is so stylish. I was very pleased with the size, I originally thought it was going to be too big and bulky, it is surprising smaller than anticipated.",Happy. Stylish.,4
2017-07-18,Loved this fitness tracker until it just stopped working a few days ago.,Good while it lasted,3
2016-11-10,"So disappointed. I wore it one day as a necklace because I couldn't get the bracelet attached properly. The clasp on one side kept separating while I was adjusting the bracelet size. It was totally inaccurate in tracking my steps. I wore my FitBit on my wrist and the difference in step counting was more than 2000 steps. It was annoying to have to go onto the app and sync it to see my steps.The next day I figured out how to get the bracelet on, but found it rather bulky worn on the wrist. As a nurse, I wash my hands often throughout the day and thought it would be difficult to manage.I decided to return it and stay with my FitBit. I originally was drawn to the Leaf urban for its attractive design and appearance, but they need to do some work on the bracelet design, app and tracking accuracy. Also it doesn't sync with WeightWatcher's, which is important to me.I see FitBit has some new bracelet styles that are more fashionable looking. I would rather spend the same money for a more functional product.",Disappointed.,1
2017-10-19,DOA. Not working at all. I've tried everything :(,One Star,1
2018-07-21,"Horrible, it didn't track steps accurately, or sleep, or anything for that matter.",One Star,1
2019-09-10,Description said it counted step but it doesn't. Big waste of money for me.,Waste of money,1
2017-09-25,This Ballabeat Leaf Urban health tracker was horrible. It never worked. I sent it back. I will never but one again.,This Ballabeat Leaf Urban health tracker was horrible. It never worked,1
2018-02-24,"I received an item that couldn't sync.  According to the site, if this happens, it's because the leaf is locked.  It's locked because the item was USED (not new, as stated in my invoice).  I'm being required to send Bellabeat proof of purchase, and wait for 5 business days.Unacceptable, awful non-resolution.",I received an item that couldn't sync. According to ...,1
2017-06-14,4 months old....already doesn't work!,4 months old.... already doesn't work ...,1
2017-04-10,"This is such a waste. The tracker is useless and I've tried it clipped on, as a bracelet, and on the necklace I bought separate. Would also like to add the bracelt is near impossible to get on my wrist. Seriously this thing is garbage-even the sleep tracker doesn't work",Piece of crap,1
2018-01-21,"I've ordered two used ones. The first quit working. The second was ""locked"" and the Bellabeat customer service never helped me. Amazon refunded both, and I'm now going with a different company.",No,1
2017-06-06,Love the device but don't believe the sleep tracker is very accurate.,Four Stars,4
2016-12-10,"Instead of receiving a NEW product as a gift for my daughter, I received a USED device that was still paired with prior owners phone.  Very frustrating and embarrassing to give a USED, non-functioning device as a gift.",Received USED device vs new.,1
2018-01-03,I received my Bellabeat urban 2weeks ago. Its battery needed replaced so I had to order battery replacement tool for addnl.12.00. Which should have been in the package.It’s now not usable because it’s locked. I have contacted the company and they won’t return e-mail. So this beautiful piece of jewelry is sitting on my table. I wouldn’t buy one again. Please help me !,Don’t buy Bellabeat used you can’t unlock it. The company doesn’t respond.,1
2016-12-09,Unfortunately it does not sync with note 4 - so useless to me and not getting a new phone anytime soon,does not sync with note 4,1
2017-11-04,"Very disappointed with customer support. Their customer support is only emails - 72 hours and they don't really answer anything. ""call center under maintenance"" - not sure there really is one. On your own with articles that half answer questions- too bad as it is pretty and could be a good product if I could get it to work correctly and to sync with my Health App on my phone",Very disappointed,1
2016-12-20,"So disappointed.  The package was used, accessories were missing and the clasp on the bracelet was already broken.  So disappointed. I was really looking forward to wearing it on my birthday.",Seriously disappointed,1
2017-07-24,Received a previously opened box with the serial number torn off!!!!,I ordered a new on and received a used one,1
2017-01-20,"""Too loose""",It is beautiful but my daughter didn't feel it. So sorry,3
2017-09-19,"I was led to believe based on photographs shown that the item was smaller than it was when it arrived. I wore it two days and tried to get used to it, but it was so hard to clip onto anything and when i tried to wear it on my wrist it just didn't fit right.",I was led to believe based on photographs shown that ...,1
2017-04-02,"I bought my leaf back in January. I have had a lot going on, though I have tried getting this to work several times. I have yet to be able to get it to work. I've changed the battery, still it had difficulty pairing with phone. When I did get my phone to find it a couple times, it is locked. Since I bought it used, I'm not really surprised. What I do have a problem with is the multiple unanswered e mails I've sent. No response and no unlock. I would LOVE it if I can get this to work. I have anxiety disorders and I tend to hold my breath a lot. And this makes me yawn a lot in front of customers. I want to change this habit, this is proving not to be the help I hoped for :(","So far, no good",1
2018-02-04,Purchased as a christmas present - did not work and was not allowed to return.  Very unhappy.,One Star,1
2017-04-20,"After MANY attempts to get it to connect with my Android phone, it just would not work....and the link to ""fix/ report a problem"" was disabled. Not happy and even more unhappy spending $ to return it. Colossal waste of $.",Not happy and even more unhappy spending $ to return it,1
2017-08-04,"Big and bulky, kept unhooking and falling off!",One Star,1
2016-11-12,"I brought the urban leaf because I have wanted a fitness tracker, but really do not like how a Fitbit or the like look. I love the look of the Urban Leaf, but I'm a little disappointment.First, like another reviewer reported, the bracelet is not secure. I prefer to wear it as a bracelet, and it has fallen off several times because of the open loop hooks that attach it to leaf. I think I am going to have to buy a different band I've seen sold on sites like Etsy- so that I can continue to wear it as a bracelet.Secondly, the accuracy of the activity (steps/miles) is off. I made sure that the app was synced with where I positioned the leaf while working out- - and after running 6 mi on a treadmill- it only logged me doing around 4.3 mi.  This happens consistently. I wish there was a way to specifically input how long you ran/worked out with intensity and/or pace (like on my fitness pal)-Lastly, and not a deal breaker, the sleep tracker is just OK. At first it was way off- (reporting only 3 hours of sleep, when inknowningot more) but it seems to be a bit more accurate.I love the meditation feature- and being able to track female cycles.So, I like it- but it's. it with out its quirks. None of these things would cause me to return it because I wanted a tracker to just help me meet my goals of being active very day. But for someone who wants accuracy, and more features like heart rate- it wouldn't be the one to get.",but really do not like how a Fitbit or the like look,3
2017-08-07,Not for me,One Star,1
2016-12-12,"I really do love my Bellabeat Leaf Urban. It's sleek, chic, and svelte. I had a Garmin Vivosmart before but the display bit the dust making it pretty much useless. It was also bulky and unattractive. I am not the sporty type and while I always wore my Garmin, I hated how ugly it was.So, Bellabeat UrbanPros:BeautifulDiscreetStylishCan be worn many ways (bracelet, clip, necklace vertically or horizontally)Tracks steps, activity (including yoga and sex! Wohoo!), sleep, meditation, and menstruation, and it uses all this information to calculate your susceptibility to stressWater resistantApp includes several great meditation practicesI ran into the ocean and played for about 15 minutes about 2 days after getting my leaf. I was worried I'd wrecked it. I rinsed it with a bit of clean water and dried it off and it was fine. (I don't recommend doing this, but happy it worked out).If you have even the most basic of jewelry making skills you can easily make all kinds of really cool accessories to wear with your Leaf urban. I've made several bracelets (a beaded one, a silver chain one, and a black corded one), a couple of necklaces (black cord and another silver chain), and I'm planning on making a mala for it. Etsy has lots of options for Leaf accessories as well.No need to charge it. Not sure yet how long the battery lasts, but it's nice to always have it on!Alarm functions, I especially like the inactivity alarm. I call it the ""move your arse"" buzz.Responsive Customer ServiceAbility to add an activity. If for some reason you don't have your bellabeat leaf on and you do an activity (like swimming or sex), you can add it.Cons:Not waterproof (water resistant, not waterproof). I'm a swimmer, so wish I could wear it in the pool.No display. I do miss the ""watch"" aspect of the GarminIf you are a woman of size (""fat"" is my descriptor of choice, but I know most people find that to be a negative term as opposed to a neutral descriptor), the bracelet it comes with does not fit, so you have to wear it as a clip or necklace, unless you make your own bracelet.If you meditate on your own, not using one of the ones provided within the app, there is no way to add it (unlike the activity, where you can add)Wishlist:Display on the itemWaterproof for swimmingBlack leather bracelet option for the zaftig amongst usAbility to add meditation time without having to do one of the provided ones. Sometimes I'll meditate on my own for anywhere between 20-60 minutes, but I can't record it. (it is possible that this feature is coming, fingers crossed) (update 12/27/2016: They added this feature within a day of my review. Really great, responsive company).Despite the cons, I still gave it 5 stars because I do love it and the pros outweigh the cons for me.","Sleek, chic, and svelte!",5
2022-02-13,"I bought mine directly from bellabeat but as they do not allow reviews I am putting one up here.  I love bellabeat. The concept, the heart, the app, the designs, everything except the 1 year warranty.  I have purchased 2 and the exact same issue happened both times so I know it's not a fluke.Bellabeat works perfectly for 3 months to 1 year. At that year mark it starts not tracking sleep here and there, then sync starts failing, then Bluetooth connection starts failing. They work with you to trouble shoot for a couple months and you will get it working periodically.  Then it starts failing to the point where there is no come back and then they say to not use generic or Duracell batteries. That leaves Energizer.After months of spotty usage and even Energizer batteries not working they tell you it's been over a year (even if you started your complaint before the year mark), so they offer 50% off.I am so sad this did not work out because they are beautiful and sturdy.I'm going moving on to something else. Not sure what yet. Bye bellabeat.",Works perfect for 1 year,3
2017-01-12,"I wanted a Bellabeat mostly because it is pretty, but I also liked that it tracks your sleep and menstrual cycle. It had great reviews on Amazon, and last month the website had them on sale so my mom and I each purchased one.I wear it as a bracelet and it works well. I'm not sure if it's more accurate than my phone's step tracker (my mom says her phone logs more steps than her Bellabeat, but we also think our phones overcount steps), but we don't always have our phones on us so it is way more convenient for both of us.Pros/features:- activity logging with just about every possible activity you can think of (including shopping and snow shoveling)- activity tracker tracks steps, distance walked, and calories burned (including resting calories)- sleep tracking, which seems to be fairly accurate - I could be wrong but I think it actually ""learns"" because it's gotten more accurate for me over time- meditation/breathing exercises you can download- tracking your menstrual cycle (you can turn this off), including estimating your fertile days and ovulation - I haven't had it long enough yet to know how accurate this is- setting your own goals for activity, sleep, and meditation- estimating resistance to stress by averaging your lifestyle habits- you can wear it various ways, although so far I've only worn it as a bracelet (several reviews said this was the most accurate)- water resistant, but I take it off to shower- and of course, it's pretty - I've gotten several compliments on itCons/issues:- I had some problems getting it set up with my phone - I have an Android and when it failed to sync, it actually said several users with Android phones had reported difficulty, so it gave me some troubleshooting steps and that worked- Every time I sync it, it says to ""double tap"" my Leaf, but really I have to tap it continuously until it connects- As I said above, I don't know how its accuracy compares to Fitbit or even to a phone's fitness tracker. However, I use it mostly to compare my daily activity to previous days, so I care about that more than the actual number of steps it says I take- Sometimes it's tricky to put it on. Since it detaches from the strap, sometimes it falls off the strap when I'm trying to put it on.Suggestions for improvement:- I wish the software were compatible with Achievemint, an app that connects to fitness trackers and rewards you for meeting certain goals. I hope this will be added eventually since Bellabeat is fairly new- It would be nice if you could log and track your nutrition as well. I don't know if I'd use this myself, but I'm sure lots of people would.Overall I'm very satisfied with it! I'd recommend it to anyone looking for a good fitness tracker.",Great little device! A few minor issues,5
2016-12-31,"I ordered my Leaf Urban directly from the company, and the delivery took about 5 weeks, which was stated on their website, so not a surprise.  I got the rose gold color, and I wear it primarily as a bracelet.  I get lots of compliments on it.  It's really a beautiful piece of jewelry, and I love the way it looks.  The Urban came with a chain to wear it as a necklace as well, which I have done a couple of times.  I don't think the readings are as accurate when it's worn on the chain.  I haven't worn it as a clip yet, so I can't comment on the security of the clip staying on clothing, but I have tucked it inside the waistband pocket on my workout pants, and it is accurate when worn that way.  I haven't put the water resistance to much of a test yet, but it has gotten splashed a couple of times with no problem.  People are usually very surprised if I tell them it's a fitness tracker, and I like that.  I like the look of the app, and it's very easy to use.  I also like the readily available meditations. The Deep Sleep meditation must be good-I haven't managed to stay awake through it once yet.",It's really a beautiful piece of jewelry,5
